"","ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","GENENAME","ENTREZID"
"18","ENSMUSG00000034634",335.647229402064,-5.85931965979804,0.433852756436304,-13.5053185046625,1.45483206828004e-41,4.54671392139219e-39,"Ly6d","lymphocyte antigen 6 complex, locus D","17068"
"19","ENSMUSG00000049932",869.394965058343,-3.34483961363249,0.248479157979299,-13.4612481820755,2.64411557976147e-41,8.06197289331661e-39,"H2ax","H2A.X variant histone","15270"
"20","ENSMUSG00000029455",387.876452091871,-4.73446236431665,0.355055105800676,-13.3344438284871,1.45939025151983e-40,4.24275291494173e-38,"Aldh2","aldehyde dehydrogenase 2, mitochondrial","11669"
"21","ENSMUSG00000030579",429.915189270634,-4.52774035556546,0.340802559732674,-13.2855233221166,2.80887755710597e-40,7.98040416849584e-38,"Tyrobp","TYRO protein tyrosine kinase binding protein","22177"
"22","ENSMUSG00000001403",576.794619048814,-5.58398481685678,0.422334151215736,-13.221722185579,6.57412647445735e-40,1.78659032733025e-37,"Ube2c","ubiquitin-conjugating enzyme E2C","68612"
"23","ENSMUSG00000031785",358.957039616136,-5.62214414219053,0.430359750531527,-13.0638242429659,5.29971165504056e-39,1.35207541631963e-36,"Adgrg1","adhesion G protein-coupled receptor G1","14766"
"24","ENSMUSG00000056394",819.48930913271,-3.68332514693994,0.283976427952687,-12.9705312990049,1.7977985661254e-38,4.24043016511955e-36,"Lig1","ligase I, DNA, ATP-dependent","16881"
"25","ENSMUSG00000040713",596.216856866327,-3.63926151457217,0.283250744873337,-12.8481975085346,8.8037727082142e-38,2.00101750227974e-35,"Creg1","cellular repressor of E1A-stimulated genes 1","433375"
"26","ENSMUSG00000005474",334.248767471981,-7.19449462126156,0.566626666401816,-12.6970632479193,6.13904559546999e-37,1.37043230337447e-34,"Myl10","myosin, light chain 10, regulatory","59310"
"27","ENSMUSG00000023505",420.468488551217,-4.79370579915351,0.380544556299343,-12.5969632722395,2.19431265128792e-36,4.81247411469303e-34,"Cdca3","cell division cycle associated 3","14793"
"28","ENSMUSG00000023067",358.840101677124,-5.25770352467063,0.423525009181929,-12.4141512559702,2.18996894623023e-35,4.72013824083174e-33,"Cdkn1a","cyclin-dependent kinase inhibitor 1A (P21)","12575"
"29","ENSMUSG00000030724",307.462804894973,-5.68977541451484,0.46072476790463,-12.3496191454865,4.89425711963374e-35,1.03700183478884e-32,"Cd19","CD19 antigen","12478"
"30","ENSMUSG00000030677",389.750847160156,-4.63642426341588,0.378674133819998,-12.2438367169272,1.81257320168825e-34,3.77649626571748e-32,"Kif22","kinesin family member 22","110033"
"31","ENSMUSG00000027073",299.432666106769,-6.81266373204316,0.560721627425148,-12.149814451294,5.74959337739121e-34,1.15928494856077e-31,"Prg2","proteoglycan 2, bone marrow","19074"
"32","ENSMUSG00000035268",280.035071303908,-5.4355334603391,0.451740402004216,-12.0324271112868,2.39999987795492e-33,4.5458179506537e-31,"Pkig","protein kinase inhibitor, gamma","18769"
"33","ENSMUSG00000034041",261.468658719219,-6.39176173512338,0.536766407974251,-11.9079019107134,1.0765197630876e-32,2.00859306841165e-30,"Lyl1","lymphoblastomic leukemia 1","17095"
"34","ENSMUSG00000024353",249.554821280338,-5.96616569899803,0.501471331450288,-11.8973215911336,1.22206690823496e-32,2.21406643765874e-30,"Mzb1","marginal zone B and B1 cell-specific protein 1","69816"
"35","ENSMUSG00000074476",367.987838484595,-4.80554753345128,0.404345450796892,-11.8847572638209,1.4204712778879e-32,2.53675877783952e-30,"Spc24","SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)","67629"
"36","ENSMUSG00000027556",551.217632497314,-9.24345924664564,0.779129258016372,-11.8638327999375,1.82428836206062e-32,3.21203222734083e-30,"Car1","carbonic anhydrase 1","12346"
"37","ENSMUSG00000004655",457.977552335251,-8.61268494785065,0.726443368925205,-11.855961959696,2.00409355058342e-32,3.47960742720047e-30,"Aqp1","aquaporin 1","11826"
"38","ENSMUSG00000014030",250.877416892513,-6.77651665335614,0.584620800706102,-11.5913026788843,4.56141761771357e-31,7.70571373500504e-29,"Pax5","paired box 5","18507"
"39","ENSMUSG00000052684",298.642292145239,-4.71807761865729,0.408935666946195,-11.5374568667254,8.541322872997e-31,1.42366769647114e-28,"Jun","jun proto-oncogene","16476"
"40","ENSMUSG00000031004",493.937355396526,-4.33838592210058,0.376832956559569,-11.5127561073995,1.13782868328453e-30,1.84727225581037e-28,"Mki67","antigen identified by monoclonal antibody Ki 67","17345"
"41","ENSMUSG00000057098",240.556772241861,-5.39224751762591,0.472504204275754,-11.4120625146417,3.63994578752429e-30,5.83371311408221e-28,"Ebf1","early B cell factor 1","13591"
"42","ENSMUSG00000037706",225.556450894183,-5.57960048860813,0.491456532812443,-11.35319222776,7.15035753344077e-30,1.11733274406929e-27,"Cd81","CD81 antigen","12520"
"43","ENSMUSG00000019942",228.376275105145,-6.46219894398798,0.571707858618335,-11.3033236233719,1.26343948439431e-29,1.94990827091522e-27,"Cdk1","cyclin-dependent kinase 1","12534"
"44","ENSMUSG00000027447",920.882744582827,-3.20922062461106,0.288322802950685,-11.1306514495836,8.89827962830307e-29,1.34020956184839e-26,"Cst3","cystatin C","13010"
"45","ENSMUSG00000005413",239.226550645133,-7.06183119968733,0.634521307740392,-11.1293838576286,9.02572108399799e-29,1.34322070560784e-26,"Hmox1","heme oxygenase 1","15368"
"46","ENSMUSG00000020914",791.569643931498,-3.60308637360715,0.325115473025267,-11.0824819873372,1.52583166683979e-28,2.2179560078098e-26,"Top2a","topoisomerase (DNA) II alpha","21973"
"47","ENSMUSG00000001128",274.354178294848,-4.77712876455674,0.434846194489295,-10.9857895161466,4.47310223918394e-28,6.42738518299293e-26,"Cfp","complement factor properdin","18636"
"48","ENSMUSG00000004207",956.888876899413,-3.0477795778985,0.277635417966557,-10.9776324657023,4.89586758845392e-28,6.91328767555221e-26,"Psap","prosaposin","19156"
"49","ENSMUSG00000038604",439.394263435158,-3.33438892693937,0.30546734068497,-10.9156969758615,9.69825303112836e-28,1.34708734602373e-25,"Ripor1","RHO family interacting cell polarization regulator 1","75687"
"50","ENSMUSG00000028825",215.415116004092,-6.6045929110381,0.605303333412244,-10.9112118610125,1.01888930362047e-27,1.38447121571299e-25,"Rhd","Rh blood group, D antigen","19746"
"51","ENSMUSG00000069516",287.839635595419,-4.632614624348,0.425319619828222,-10.8920783532606,1.25737544132916e-27,1.69015595613504e-25,"Lyz2","lysozyme 2","17105"
"52","ENSMUSG00000021939",987.531877264784,-2.71878852771192,0.249952837755926,-10.8772060846405,1.48030788054609e-27,1.92763841819861e-25,"Ctsb","cathepsin B","13030"
"53","ENSMUSG00000015749",649.846176446051,-2.88959443601347,0.266604866511744,-10.8384909616276,2.2617087234498e-27,2.85592128806524e-25,"Anp32e","acidic (leucine-rich) nuclear phosphoprotein 32 family, member E","66471"
"54","ENSMUSG00000031807",843.575540324261,-2.70761587788787,0.249937890772133,-10.8331548670881,2.39749866993048e-27,2.99711308728009e-25,"Pgls","6-phosphogluconolactonase","66171"
"55","ENSMUSG00000034330",237.465914194334,-5.10927715332118,0.477001591382535,-10.7112371229465,9.01489831369209e-27,1.05322657775201e-24,"Plcg2","phospholipase C, gamma 2","234779"
"56","ENSMUSG00000029810",276.974920069469,-4.32583652593319,0.409313437092615,-10.5685182403489,4.17031495921237e-26,4.65474172367088e-24,"Tmem176b","transmembrane protein 176B","65963"
"57","ENSMUSG00000038252",379.759210351215,-3.34515002486375,0.317295835349272,-10.5426849400071,5.49084887311818e-26,6.02114927744302e-24,"Ncapd2","non-SMC condensin I complex, subunit D2","68298"
"58","ENSMUSG00000061132",206.707070450178,-4.82409656035034,0.458638615186838,-10.5182956702961,7.11489086253997e-26,7.66752160970794e-24,"Blnk","B cell linker","17060"
"59","ENSMUSG00000002477",727.926192094062,-2.77639765950904,0.264379418891627,-10.5015650278251,8.49597115704969e-26,9.07761841318617e-24,"Snrpd1","small nuclear ribonucleoprotein D1","20641"
"60","ENSMUSG00000040274",866.618920026878,-2.63198988994084,0.252504016909398,-10.4235565127078,1.9357627115018e-25,2.016580804707e-23,"Cdk6","cyclin-dependent kinase 6","12571"
"61","ENSMUSG00000005161",774.173341143652,-2.64990598827523,0.255067393853973,-10.3890424731916,2.78131237693667e-25,2.84993328066273e-23,"Prdx2","peroxiredoxin 2","21672"
"62","ENSMUSG00000015937",3606.56979303489,-2.08470884895188,0.200767972223939,-10.383672384889,2.94234362269057e-25,2.99042582335405e-23,"Macroh2a1","macroH2A.1 histone","26914"
"63","ENSMUSG00000038357",210.20650419916,-7.11577196809712,0.688020876113325,-10.3423779933751,4.53150922559374e-25,4.53187174633179e-23,"Camp","cathelicidin antimicrobial peptide","12796"
"64","ENSMUSG00000026938",392.180246203661,-9.15868009003162,0.887712303766616,-10.3171715106018,5.893374675259e-25,5.80102967050494e-23,"Fcna","ficolin A","14133"
"65","ENSMUSG00000032218",221.691588384764,-4.5317723728464,0.440409693558744,-10.2899015147175,7.82563735612683e-25,7.64283535851105e-23,"Ccnb2","cyclin B2","12442"
"66","ENSMUSG00000020571",632.188147928492,-2.75286365092767,0.267753063183781,-10.2813525947905,8.5518900825578e-25,8.22362907092731e-23,"Pdia6","protein disulfide isomerase associated 6","71853"
"67","ENSMUSG00000030867",183.265376826176,-5.40843755352957,0.526034137762307,-10.2815333935103,8.53586059205425e-25,8.22362907092731e-23,"Plk1","polo like kinase 1","18817"
"68","ENSMUSG00000076437",834.916402788284,-2.55910437818576,0.249127636009268,-10.2722621190471,9.39748351302652e-25,8.9677817859805e-23,"Selenoh","selenoprotein H","72657"
"69","ENSMUSG00000051506",189.761466338351,-5.68808223778703,0.556276239875906,-10.2252834653803,1.52780313154423e-24,1.40434315789959e-22,"Wdfy4","WD repeat and FYVE domain containing 4","545030"
"70","ENSMUSG00000060470",385.286588816114,-3.20718449915046,0.314049290191499,-10.212360286485,1.7456587873096e-24,1.59288178833265e-22,"Adgrg3","adhesion G protein-coupled receptor G3","54672"
"71","ENSMUSG00000005410",724.292099945413,-2.97374900703642,0.291416913061039,-10.2044489312587,1.89393202876099e-24,1.70331253895979e-22,"Mcm5","minichromosome maintenance complex component 5","17218"
"72","ENSMUSG00000030978",469.59447141096,-3.65424749838375,0.360093113298695,-10.1480627188573,3.38006322509536e-24,2.97564580119135e-22,"Rrm1","ribonucleotide reductase M1","20133"
"73","ENSMUSG00000006362",295.417400943088,-4.06471051314634,0.401278587353255,-10.1293979824747,4.0916073512934e-24,3.55202663184158e-22,"Cbfa2t3","CBFA2/RUNX1 translocation partner 3","12398"
"74","ENSMUSG00000028644",259.384150991375,-8.14906411894525,0.808392133973971,-10.0805831433383,6.73253576797131e-24,5.72540337655846e-22,"Ermap","erythroblast membrane-associated protein","27028"
"75","ENSMUSG00000058135",179.829904381787,-5.2669666902512,0.522651186628701,-10.0774031036362,6.95397224254235e-24,5.87375723000148e-22,"Gstm1","glutathione S-transferase, mu 1","14862"
"76","ENSMUSG00000040732",181.436610200823,-6.50378756813511,0.650028621746054,-10.0053864561612,1.44327070711611e-23,1.21089443688983e-21,"Erg","ETS transcription factor","13876"
"77","ENSMUSG00000056071",217.612687899365,-4.46761931803801,0.448768068080315,-9.95529681322704,2.39108298169958e-23,1.96650844435701e-21,"S100a9","S100 calcium binding protein A9 (calgranulin B)","20202"
"78","ENSMUSG00000017707",1331.57767572999,-2.10212710735297,0.214622969055535,-9.79451135450947,1.18870778734703e-22,9.40508610735771e-21,"Serinc3","serine incorporator 3","26943"
"79","ENSMUSG00000026158",199.970847478885,-4.32782980742486,0.443753330153696,-9.7527827135988,1.79479767686129e-22,1.37648869683699e-20,"Ogfrl1","opioid growth factor receptor-like 1","70155"
"80","ENSMUSG00000028393",368.504760433713,-3.13635992332233,0.321567485202751,-9.7533490406993,1.78481000521157e-22,1.37648869683699e-20,"Alad","aminolevulinate, delta-, dehydratase","17025"
"81","ENSMUSG00000024660",427.856072945951,-3.21081656528446,0.330271547722468,-9.72174741489556,2.43565220176182e-22,1.85659074233076e-20,"Incenp","inner centromere protein","16319"
"82","ENSMUSG00000002204",208.564922671941,-4.1238310561133,0.426608485631209,-9.66654718555746,4.18251490240301e-22,3.14973607198434e-20,"Napsa","napsin A aspartic peptidase","16541"
"83","ENSMUSG00000024590",357.812077771434,-3.34634480772234,0.346750077830264,-9.65059569319088,4.8871007642714e-22,3.65830219485969e-20,"Lmnb1","lamin B1","16906"
"84","ENSMUSG00000053310",227.416562069199,-4.89097619283258,0.510800037980052,-9.57512887464505,1.01730353483941e-21,7.48077146413384e-20,"Nrgn","neurogranin","64011"
"85","ENSMUSG00000003528",365.272858778482,-3.66889750476197,0.384683829786938,-9.53743625458351,1.46406841060714e-21,1.07031106438596e-19,"Slc25a1","solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1","13358"
"86","ENSMUSG00000021102",649.571816226883,-2.62505326760457,0.275397926459649,-9.53185560018799,1.54496582258223e-21,1.12288475279654e-19,"Glrx5","glutaredoxin 5","73046"
"87","ENSMUSG00000028044",220.624307501024,-4.36198922977672,0.458207473461942,-9.51968154692053,1.73710560801815e-21,1.24088898319057e-19,"Cks1b","CDC28 protein kinase 1b","54124"
"88","ENSMUSG00000071547",160.953243735358,-5.99152853762789,0.630236658796764,-9.50679154250851,1.9663371333662e-21,1.3966579831938e-19,"Nt5dc2","5'-nucleotidase domain containing 2","70021"
"89","ENSMUSG00000028873",365.478768008864,-4.0436347678939,0.428763744426854,-9.43091579093094,4.06523919398461e-21,2.82330862022231e-19,"Cdca8","cell division cycle associated 8","52276"
"90","ENSMUSG00000026202",879.177973320612,-2.4833693035,0.263702208074601,-9.41732464673732,4.62727684592955e-21,3.1609610847522e-19,"Tuba4a","tubulin, alpha 4A","22145"
"91","ENSMUSG00000002111",150.963259927281,-5.40542194152286,0.574344313816416,-9.4114659299137,4.89264873859684e-21,3.3240761891956e-19,"Spi1","spleen focus forming virus (SFFV) proviral integration oncogene","20375"
"92","ENSMUSG00000026355",725.899898692766,-2.44905376042684,0.260294819893634,-9.40876872397081,5.01982633243208e-21,3.39204589090451e-19,"Mcm6","minichromosome maintenance complex component 6","17219"
"93","ENSMUSG00000030062",645.578207507301,-2.52037071291452,0.268444869911741,-9.38878330490413,6.06973275713076e-21,4.05763257737388e-19,"Rpn1","ribophorin I","103963"
"94","ENSMUSG00000032436",704.030501963203,-2.45101477203759,0.26120796408358,-9.38338454050093,6.38882677471725e-21,4.24822997397555e-19,"Cmtm7","CKLF-like MARVEL transmembrane domain containing 7","102545"
"95","ENSMUSG00000027203",612.379701140196,-2.78517826645406,0.297521871732467,-9.36125552799191,7.87947287424414e-21,5.184278442154e-19,"Dut","deoxyuridine triphosphatase","110074"
"96","ENSMUSG00000047139",190.161251666006,-4.17492590806685,0.445968240598359,-9.36148704774429,7.86222360959635e-21,5.184278442154e-19,"Cd24a","CD24a antigen","12484"
"97","ENSMUSG00000026605",210.814853087443,-4.82433616630744,0.515550072191812,-9.35764812484116,8.15312603697296e-21,5.33624233446068e-19,"Cenpf","centromere protein F","108000"
"98","ENSMUSG00000002602",182.303256281407,-4.40401627102032,0.472144329596731,-9.32769069742273,1.08202642025651e-20,6.99140401446666e-19,"Axl","AXL receptor tyrosine kinase","26362"
"99","ENSMUSG00000027469",216.922306471643,-4.73221772420637,0.507345757431827,-9.32740178642816,1.08497910471685e-20,6.99140401446666e-19,"Tpx2","TPX2, microtubule-associated","72119"
"100","ENSMUSG00000021457",145.844002679748,-5.29891289307197,0.568527980500386,-9.32040827332397,1.15893479571794e-20,7.42966352885641e-19,"Syk","spleen tyrosine kinase","20963"
"101","ENSMUSG00000064326",494.300495407151,-2.8727727946831,0.308348242181936,-9.31665046751934,1.20070993551836e-20,7.6193273623934e-19,"Siva1","SIVA1, apoptosis-inducing factor","30954"
"102","ENSMUSG00000029177",560.087803718504,-2.48987479320468,0.267652552940269,-9.30263793807467,1.37003589089787e-20,8.60644154377599e-19,"Cenpa","centromere protein A","12615"
"103","ENSMUSG00000022010",233.050890344239,-3.72812763370587,0.401812085531384,-9.27828646262728,1.72225940724806e-20,1.0658398440598e-18,"Tsc22d1","TSC22 domain family, member 1","21807"
"104","ENSMUSG00000045273",157.445125034418,-4.90085310922402,0.528715005481198,-9.26936640423818,1.87254935872536e-20,1.14489977660571e-18,"Cenph","centromere protein H","26886"
"105","ENSMUSG00000075370",715.917881029612,-11.4424013632174,1.23446927435439,-9.26908559081124,1.87748543479859e-20,1.14489977660571e-18,"Igll1","immunoglobulin lambda-like polypeptide 1","16136"
"106","ENSMUSG00000032556",181.825261377627,-7.63099482596227,0.829130403924459,-9.20361235077507,3.46114171053605e-20,2.09022862431938e-18,"Bfsp2","beaded filament structural protein 2, phakinin","107993"
"107","ENSMUSG00000056629",513.839693941663,-3.03221292956339,0.331775331317526,-9.13935619481427,6.28252189023768e-20,3.70461349763497e-18,"Fkbp2","FK506 binding protein 2","14227"
"108","ENSMUSG00000035835",170.015312123286,-4.61719446002617,0.507426295332675,-9.09924160906773,9.09647801153598e-20,5.24032588120789e-18,"Plppr3","phospholipid phosphatase related 3","216152"
"109","ENSMUSG00000036752",536.533569398443,-3.00185516343369,0.330336878406893,-9.08725413254088,1.01571772392953e-19,5.79793939125253e-18,"Tubb4b","tubulin, beta 4B class IVB","227613"
"110","ENSMUSG00000040945",1029.89862291865,-2.15814429776115,0.238574059692318,-9.04601405762407,1.48282378349966e-19,8.38768331109923e-18,"Rcc2","regulator of chromosome condensation 2","108911"
"111","ENSMUSG00000045349",169.618605813123,-4.60201079288938,0.509101694771238,-9.03947254576961,1.57429593051339e-19,8.82523472078379e-18,"Sh2d5","SH2 domain containing 5","230863"
"112","ENSMUSG00000029516",257.00850456256,-3.4036538533146,0.379565097222197,-8.96724666789397,3.0401872728896e-19,1.67424586336533e-17,"Cit","citron","12704"
"113","ENSMUSG00000023031",142.53751034316,-5.30763719275505,0.59293776576399,-8.95142373992024,3.50926504330794e-19,1.92409308361371e-17,"Cela1","chymotrypsin-like elastase family, member 1","109901"
"114","ENSMUSG00000001525",2842.03333239268,-1.7038977013738,0.190645801028467,-8.9375044830879,3.98057560564937e-19,2.17297710245515e-17,"Tubb5","tubulin, beta 5 class I","22154"
"115","ENSMUSG00000076431",332.792198219114,-3.35572996137517,0.375540451052701,-8.93573502393288,4.04480258303093e-19,2.19843813436825e-17,"Sox4","SRY (sex determining region Y)-box 4","20677"
"116","ENSMUSG00000021190",138.154905465232,-5.32824372820606,0.596782049888081,-8.92829087135798,4.32640846074894e-19,2.33122552447511e-17,"Lgmn","legumain","19141"
"117","ENSMUSG00000036887",899.185249277009,-13.0426765552713,1.46204485181978,-8.92084571758336,4.62740860724003e-19,2.48271394845955e-17,"C1qa","complement component 1, q subcomponent, alpha polypeptide","12259"
"118","ENSMUSG00000036905",857.023718135464,-12.9735186022683,1.46218818660441,-8.87267365522649,7.14103667058082e-19,3.78263133131063e-17,"C1qb","complement component 1, q subcomponent, beta polypeptide","12260"
"119","ENSMUSG00000050856",783.346484534267,-2.27678082176398,0.256648823311976,-8.8711913516018,7.23674800582478e-19,3.81715556205973e-17,"Atp5k","ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E","11958"
"120","ENSMUSG00000029623",596.302941018602,-2.31186827740675,0.260875963640207,-8.86194437060218,7.86308354241878e-19,4.13010114973854e-17,"Pdap1","PDGFA associated protein 1","231887"
"121","ENSMUSG00000030189",785.245446591632,-2.36495764485473,0.267109782545527,-8.85387881460927,8.45291635482351e-19,4.4029128063187e-17,"Ybx3","Y box protein 3","56449"
"122","ENSMUSG00000073002",331.938126292035,-3.05481273689636,0.345430954335045,-8.84348289740531,9.27802096867422e-19,4.81263651989197e-17,"Vamp5","vesicle-associated membrane protein 5","53620"
"123","ENSMUSG00000021957",1637.89720193994,-2.36993094409162,0.269267762236665,-8.80139131549154,1.35130271395221e-18,6.89495315392514e-17,"Tkt","transketolase","21881"
"124","ENSMUSG00000028063",146.534538324819,-4.94803372797909,0.562250421248004,-8.80040910773557,1.36318286107924e-18,6.92729631965511e-17,"Lmna","lamin A","16905"
"125","ENSMUSG00000026880",130.473082779126,-6.03952907072447,0.68798274471096,-8.77860544781809,1.65514060222395e-18,8.34310994693613e-17,"Stom","stomatin","13830"
"126","ENSMUSG00000017716",213.32227951739,-4.30229637971039,0.491511328922969,-8.75319881057036,2.07388872586675e-18,1.03702731848241e-16,"Birc5","baculoviral IAP repeat-containing 5","11799"
"127","ENSMUSG00000032484",123.452933234311,-5.60972599013905,0.642448107411822,-8.73179627338073,2.50659424785358e-18,1.24840377260628e-16,"Ngp","neutrophilic granule protein","18054"
"128","ENSMUSG00000027999",225.496237747272,-3.45483346426657,0.397673906615732,-8.68760410676112,3.70163150967967e-18,1.80758185556662e-16,"Pla2g12a","phospholipase A2, group XIIA","66350"
"129","ENSMUSG00000038502",231.021741942903,-3.29549992970332,0.379489891318889,-8.68402559617611,3.82002774207773e-18,1.85813878613672e-16,"Ptov1","prostate tumor over expressed gene 1","84113"
"130","ENSMUSG00000020125",1046.48265693721,-6.89508372580004,0.799313819298855,-8.62625361819503,6.33943570458445e-18,3.0598179823556e-16,"Elane","elastase, neutrophil expressed","50701"
"131","ENSMUSG00000004552",161.447084286271,-4.07348951086272,0.472581886792873,-8.6196479905462,6.71602506225785e-18,3.22911651166482e-16,"Ctse","cathepsin E","13034"
"132","ENSMUSG00000042817",189.296766679374,-3.75659568243613,0.436093435328765,-8.6141991098859,7.04321976255273e-18,3.37345939661577e-16,"Flt3","FMS-like tyrosine kinase 3","14255"
"133","ENSMUSG00000000861",138.19185320003,-5.07874914582557,0.590357753897496,-8.60283296407317,7.77721233122284e-18,3.71079890658843e-16,"Bcl11a","B cell CLL/lymphoma 11A (zinc finger protein)","14025"
"134","ENSMUSG00000024397",144.378116262146,-7.06060413153569,0.822880223222066,-8.5803546279059,9.45810929776556e-18,4.49565871982385e-16,"Aif1","allograft inflammatory factor 1","11629"
"135","ENSMUSG00000022982",1947.47000017384,-1.9532760651373,0.228589269317917,-8.54491582638873,1.28629993165227e-17,6.04512610736278e-16,"Sod1","superoxide dismutase 1, soluble","20655"
"136","ENSMUSG00000032554",147.219250629991,-7.395005933253,0.865622004731202,-8.54299670391274,1.30785131451811e-17,6.12338924449099e-16,"Trf","transferrin","22041"
"137","ENSMUSG00000021377",1729.01915801858,-1.99816404130837,0.234260722187288,-8.52965884614182,1.46779925488935e-17,6.84662630051186e-16,"Dek","DEK proto-oncogene (DNA binding)","110052"
"138","ENSMUSG00000005732",873.177195634467,-2.19969147609774,0.257954400843302,-8.52744310198443,1.49617876341608e-17,6.95305974775631e-16,"Ranbp1","RAN binding protein 1","19385"
"139","ENSMUSG00000028066",489.930377465315,-2.48972505410824,0.293014826363796,-8.49692517271152,1.94678843664828e-17,8.98036983267164e-16,"Pmf1","polyamine-modulated factor 1","67037"
"140","ENSMUSG00000032221",351.925041909472,-3.24791636106305,0.382786183352883,-8.4849362446002,2.15837038676347e-17,9.8834389029048e-16,"Mns1","meiosis-specific nuclear structural protein 1","17427"
"141","ENSMUSG00000041859",520.315637961884,-2.55364647559161,0.301262074158398,-8.47649503418391,2.32079640347095e-17,1.05499184871965e-15,"Mcm3","minichromosome maintenance complex component 3","17215"
"142","ENSMUSG00000031818",2485.3932912362,-1.66041489247406,0.195980632005197,-8.47234175890416,2.40508274189007e-17,1.0893456288539e-15,"Cox4i1","cytochrome c oxidase subunit 4I1","12857"
"143","ENSMUSG00000035711",155.437088488649,-4.22811107615878,0.49957297046559,-8.46345043891842,2.59580752555883e-17,1.16308924290362e-15,"Dok3","docking protein 3","27261"
"144","ENSMUSG00000061086",146.720316292706,-4.51519752372593,0.534029139803564,-8.45496469609653,2.79171804493537e-17,1.24640240284775e-15,"Myl4","myosin, light polypeptide 4","17896"
"145","ENSMUSG00000027435",168.060671592836,-3.79730877785954,0.449551511711563,-8.44688245714528,2.99184684620618e-17,1.3309991965987e-15,"Cd93","CD93 antigen","17064"
"146","ENSMUSG00000021281",142.357308893748,-7.18460082222419,0.852831616935945,-8.42440720952284,3.62581210815154e-17,1.60163523547711e-15,"Tnfaip2","tumor necrosis factor, alpha-induced protein 2","21928"
"147","ENSMUSG00000025877",130.960182422035,-5.55003487337205,0.659481797742287,-8.41575141629747,3.90384361446353e-17,1.71837848677495e-15,"Hk3","hexokinase 3","212032"
